ID,NameSubtext_lang,Description_lang,AuraDescription_lang
34016,,,昏迷。
34018,,召唤$s1个骷髅协助施法者，直到被取消。,
34023,,,昏迷。
34024,,,昏迷。
34025,,,
34035,,使一位盟友的攻击速度提高$s1%，持续$d。,攻击速度提高$s1%。
53606,,,
34036,,在$d内从敌人身上吸取总计$o1点生命值，并将其转移给施法者。,在$d内吸取总计$o1点生命值。
34038,,,
34039,,,昏迷。
34040,,法术强度提高$s1点。,
34061,,使你的盾牌格挡值提高$s1点。,
34062,,,
34067,,召唤$s1头狼协助施法者，直到被取消。,
34069,,,
34071,,,
34072,,对施法者面前一个锥形区域中的敌人造成$s1点火焰伤害。,
34076,,,
34082,,,
34083,,对一个敌人造成火焰伤害。,
34086,,使一位盟友的攻击速度提高$s1%，持续$d。,攻击速度提高$s1%。
34090,高级,,
34095,,投掷一颗炸弹。,
34098,,,
34099,,在招架了敌人的攻击之后可以使用的技能，对目标造成$s1%的武器伤害，并使其被缴械，持续$19718d。,被缴械。
34100,,持续向目标区域射击，每秒对半径$a1码范围内的敌人造成$s1点奥术伤害，持续$d。,
34102,,,你所造成的伤害降低$s1%。
34105,,,
34107,,吸取敌人$s1点生命值，并将其转移给施法者。,
34108,,使目标昏迷$d。,昏迷。
34111,,向目标射出一支暗影箭，对其造成暗影伤害。,
34115,,,
34119,"等级 7",施法缓慢的法术，为单一目标恢复$s1点生命值。,
34126,,,
34130,,,
34135,,,韧性等级提高$s1。
34137,,,
34143,"等级 1",,
34149,,,
34150,,,
34155,,对你面前$a1码范围内的距离最近的一辆坦克发射火炮，造成$s1点伤害。,
34156,,,
34158,,,
34159,,施法者所能造成的物理伤害提高$s1%，效果持续$d。,物理伤害能力提高$s1%。
34161,,施法者所能造成的物理伤害提高$s1%，效果持续$d。,物理伤害能力提高$s1%。
34163,,为一个盟友恢复一定的生命值，并在接下来的$d内每$t2秒恢复一些生命值。,每$t2秒治疗一定伤害。
34165,,将施法者传送到正前方20码的位置，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
34166,,,
34173,,使施法者的攻击速度提高$s2%，对敌人造成的物理伤害提高$s1点，持续$d。,"物理伤害能力提高$s1%。
攻击速度提高$s2%。"
34182,,,
34183,,召唤持续$d的暴风雪。,
34184,,,
34185,,召唤熔岩之雨，持续$d。,
34187,,使施法者的攻击速度提高$s2%，对敌人造成的物理伤害提高$s1点，持续$d。,"物理伤害能力提高$s1%。
攻击速度提高$s2%。"
34189,,使施法者进入潜行状态，效果一直持续，直到取消。,潜行。
34200,,,
34206,,吸收$s1点物理伤害，持续$d。,吸收$s1点物理伤害。
34209,,,
34211,,,
34212,,,
34213,,对一个敌人造成火焰伤害。,
34214,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
34215,,向敌人射出一支闪电箭，这支闪电箭会在击中目标后继续攻击它周围最近的敌人，最多可攻击$x1个目标，对每个成功击中的目标造成递增的自然伤害。,
34216,,向目标射出一支暗影箭，对其造成暗影伤害。,
34217,,向目标射出一支魔法箭，对其造成奥术伤害。,
34218,,对敌人造成神圣伤害。,
34221,,,
34223,,,
34224,,,
34225,,,
34226,,,
34227,,,
34228,,,
34230,,闪电链和闪电箭的法术强度提高$s1点。,
34232,,对敌人造成神圣伤害。,
34234,,对附近的敌人造成暗影伤害。,
34237,,召唤小鬼协助施法者，直到被解散。,
34238,,召唤小鬼协助施法者，直到被解散。,
34239,,在$d内从敌人身上吸取总计$o1点生命值，并将其转移给施法者。,在$d内吸取总计$o1点生命值。
34240,,混乱魔法巨浪横扫施法者面前所有敌人，造成$s1点暗影伤害。,
34247,,,
34249,,从扭曲虚空中召来一颗流星，对其着陆区域的所有敌人造成$22699s1点火焰伤害，并使它们昏迷$20310d。一个巨大的地狱火恶魔将从着陆点出现，并被施法者控制$20882d。如果控制失效，则施法者必须征服地狱火才能继续指挥它。只能在户外使用。,
34250,,使一位盟友的攻击速度提高$s1%，持续$d。,攻击速度提高$s1%。
34251,,召唤小鬼协助施法者，直到被解散。,
34256,,对附近的敌人造成暗影伤害。,
34259,,使敌人因为极度的恐惧而奔逃，最多持续$d。在同一时间内，只有1个敌人会被你的恐惧术影响。,因恐惧而逃跑。
34263,,,
34270,,对上层平台的所有敌人造成$s1点火焰伤害。,
34271,,对上层平台的所有敌人造成$s1点火焰伤害。,
34272,,对上层平台的所有敌人造成$s1点火焰伤害。,
34273,,对上层平台的所有敌人造成$s1点火焰伤害。,
34274,,对上层平台的所有敌人造成$s1点火焰伤害。,
34275,,对上层平台的所有敌人造成$s1点火焰伤害。,
34276,,对上层平台的所有敌人造成$s1点火焰伤害。,
34277,,对上层平台的所有敌人造成$s1点火焰伤害。,
34278,,对上层平台的所有敌人造成$s1点火焰伤害。,
34279,,对上层平台的所有敌人造成$s1点火焰伤害。,
34280,,对上层平台的所有敌人造成$s1点火焰伤害。,
34281,,对上层平台的所有敌人造成$s1点火焰伤害。,
34282,,对上层平台的所有敌人造成$s1点火焰伤害。,
34283,,对上层平台的所有敌人造成$s1点火焰伤害。,
34284,,对上层平台的所有敌人造成$s1点火焰伤害。,
34285,,对上层平台的所有敌人造成$s1点火焰伤害。,
34510,,使目标昏迷$d。,昏迷。
34286,,对上层平台的所有敌人造成$s1点火焰伤害。,
34287,,对上层平台的所有敌人造成$s1点火焰伤害。,
34288,,对上层平台的所有敌人造成$s1点火焰伤害。,
34289,,对上层平台的所有敌人造成$s1点火焰伤害。,
34290,,对敌人造成自然伤害。,
34291,,在$d内恢复总计${$m2/5*30}点法力值，喝水时必须保持坐姿。,每秒恢复${$m2/5}点法力值。
34298,,下一次攻击的伤害提高$s1点。,
34303,,,
34304,,,
34305,,,
34306,,,
34307,,,
34308,,,
34309,,,
34310,,,
34311,,,
34312,,,
34313,,,
34314,,对上层平台的所有敌人造成$s1点火焰伤害。,
34315,,对上层平台的所有敌人造成$s1点火焰伤害。,
34316,,对上层平台的所有敌人造成$s1点火焰伤害。,
34317,,,
34319,,,
34321,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
34324,,,
34329,,"该通用光环会在携带者承受不同派系的法术时自动触发不同的法术效果：

火焰：          34192
冰霜：       34193
奥术：   34194
自然：    34195
暗影：  34196
神圣：       34197
物理：34198

对生物使用法术 ID#产生对应效果。",
34343,,使友方目标身上环绕着荆棘，对任何使用近战手段击中被保护者的敌人造成$s1点自然伤害，持续$d。,对攻击者造成$s1点自然伤害。
34344,,向目标射出一支暗影箭，对其造成暗影伤害。,
34345,,用闪电攻击目标，对其造成自然伤害。,
34346,,对敌人造成神圣伤害。,
34347,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
34348,,对一个敌人造成火焰伤害。,
34349,,制造一次以施法者为中心的魔法爆炸，对半径$a1码范围内的所有目标造成$s1点奥术伤害。,
34351,,撕咬目标，对其造成物理伤害。,
34353,,对敌人造成冰霜伤害，并使其移动速度降低，持续$d。,移动速度降低。
34354,,立刻用火焰燃烧目标，并继续对其每$t2秒造成一次额外的火焰伤害，持续$d。,每$t2秒受到一次火焰伤害。
34359,,对施法者正面的敌人造成$s1点火焰伤害。,
34360,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
34361,,为一个盟友恢复一定的生命值，并在接下来的$d内每$t2秒恢复一些生命值。,每$t2秒治疗一定伤害。
34365,,,
34368,,召唤$s1头狼协助施法者，直到被取消。,
34370,,对一个敌人造成$s1点物理伤害。,
34371,,,
34373,,,
34374,,,
34375,,,
34376,,,
34378,,在指定区域制造一场强烈的风暴，对该区域中的所有敌人每$t1秒造成$s1点自然伤害，并使其攻击间隔延长$s2%，持续$d。德鲁伊必须引导法术的能量以维持此效果。,每$t1秒$s1点伤害，攻击间隔延长$s2%。
34380,,,
34381,,,
34383,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
34386,,,
34388,,,
34389,,,
34390,,,
34391,,,
34395,,,
34396,,,
34397,,,
34398,,,
34399,,,
34401,,,
34402,,,
34403,,,
34404,,,
34409,,使施法者的攻击速度提高$s2%，对敌人造成的物理伤害提高$s1点，持续$d。,"物理伤害能力提高$s1点。
攻击速度提高$s2%。"
34414,"等级 2",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34414s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34415,"等级 2",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34414s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34416,"等级 3",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34416s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34417,"等级 3",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34416s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34418,"等级 4",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34419s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34419,"等级 4",同时用两把武器攻击目标，造成$<percent>%的武器伤害，另外每把武器所造成的伤害都提高$34419s1点。如果目标处于中毒状态，则对其造成的伤害提高20%。奖励2个连击点数。,
34423,,治疗一个友方目标，每$t1秒回复一次生命值。持续$d。,每$t1秒恢复一次生命值。
34424,,,
34427,,,
34429,,,
34430,,,
34431,,,
34432,,,
34435,,召唤火焰之雨，对指定区域中的敌人每$t1秒造成$s1点火焰伤害，持续$d。,每$t1秒$s1点火焰伤害。
34437,,使目标因恐惧而逃跑，持续$d，并对其造成$s1点暗影伤害，所有伤害都被用来治疗施法者。,惊骇。
34441,,黑暗的咒语，每$t1秒对敌人造成一次暗影伤害，持续$d。,每$t1秒受到一次暗影伤害。
34442,,,
34444,,,
34445,,,
34446,,向目标射出魔法箭，每秒对其造成一次奥术伤害，持续$d。,
34447,,向目标射出魔法箭，对其造成奥术伤害。,
34461,,,
34463,,,
34495,,法术强度提高$s1点。,
34509,,攻击强度提高$s1点。,
35757,,,
34514,被动,使你抵抗恐惧效果的几率提高$s1%。,
34515,被动,使你抵抗恐惧效果的几率提高$s1%。,
34516,,,
34517,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
34522,,召唤一个虚空仆从。,
34524,,"该通用光环会在携带者承受不同派系的法术时自动触发不同的法术效果：

火焰：          34192
冰霜：       34193
奥术：   34194
自然：    34195
暗影：  34196
神圣：       34197
物理：34198

对生物使用法术 ID#产生对应效果。",
34525,,,
34528,,燃烧周围的敌人，对其造成周期性的火焰伤害。,
34529,,,
34530,,,
34533,,,
34534,,,
34535,,,
34536,,,
34537,,,
34538,,,
34539,,,
34540,,,
34541,,,
34542,,,
34543,,,
34544,,,
34545,,,
34546,,,
34547,,,
34548,,,
34569,,,
34570,,,
34574,,,
34576,,,
34577,,,
34578,,,
34581,,,
34582,,"该通用光环会在携带者承受不同派系的法术时自动触发不同的法术效果：

火焰：          34192
冰霜：       34193
奥术：   34194
自然：    34195
暗影：  34196
神圣：       34197
物理：34198

对生物使用法术 ID#产生对应效果。",
34583,,射击敌人，对其造成物理伤害。,
34588,,,
34590,,,
34592,,使你的盾牌格挡值提高$s1点。,
34593,,使你的盾牌格挡值提高$s1点。,
34597,,,法术强度提高$s1点。
34602,,,
34605,,将施法者传送到正前方20码的位置，路线上有阻挡物则会停止，传送可以解除施法者身上一切形式的束缚。,闪现...
34606,,,
34607,,,
34608,,,
34611,,法术强度提高$s1点。,
34612,,,
34613,,,
34614,,对目标造成普通伤害再加$s1点伤害，必须从目标背后发动。,
34616,,每$t1秒对敌人造成$s1点自然伤害，持续$d。,每$t1秒受到一次自然伤害。
34617,,在猎豹、熊、巨熊和枭兽形态下的攻击强度提高$s1点。,
34620,,使目标昏迷$d。,
34623,,魔能机甲接近！,你听到了远处传来的声音......
34625,,对目标造成$s1%的武器伤害并使其受伤，任何对其使用的治疗技能效果减弱$s2%，持续$d。,治疗效果降低$s2%。
34629,,,
34632,,,
34635,,对所有邻近敌人造成$s1点奥术伤害。,
34641,,向目标投掷武器，造成物理伤害。,
34642,,"Invokes the malignant power of death and decay, inflicting Shadow damage to all enemies in a selected area for $d.",
34644,,对敌人造成近战伤害。,
34648,,,
34653,,对一个敌人造成火焰伤害。,
34656,,制造一次魔法爆炸。,
34657,被动,,
34658,,,
34660,,对$a1码内所有敌人造成$s1点火焰伤害。,
34663,,使友方目标身上环绕着荆棘，对任何使用近战手段击中被保护者的敌人造成$s1点自然伤害，持续$d。,对攻击者造成$s1点自然伤害。
34664,,,
34672,,,每$t2秒$s2点火焰伤害。
34673,,,
34681,,,
34682,,,
34683,,,
34684,,,
34685,,,
34686,,,
34687,,,
34688,,,
34690,,,
34691,,法术强度提高$s1点。,
34693,,法术强度提高$s1点。,
34694,,使目标暂时失明并无助的到处乱走，持续最多$d。任何对其造成的伤害都会解除此效果。,迷惑。
34695,,,
34696,,吸取敌人$s1点生命值，并将其转移给施法者。,
34698,,,
34712,,,
34718,,,
34728,,召唤一道火焰波攻击其行进路线上的敌人。,
34729,,召唤一道火焰波攻击其行进路线上的敌人。,
34730,,召唤一根树苗。,
34731,,召唤一根树苗。,
34732,,召唤一根树苗。,
34733,,召唤一根树苗。,
34734,,召唤一根树苗。,
34735,,召唤一根树苗。,
34736,,召唤一根树苗。,
34737,,召唤一根树苗。,
34739,,召唤一根树苗。,
34740,,,
34742,,,
34743,,,
34746,,,
34747,,法术强度提高$s1点，持续$d。,法术强度提高$s1点。
34748,,,
34751,,攻击强度提高$s1点。,
34756,,,
34760,,法术强度提高$s1点。,
34761,,召唤树苗帮助施法者作战，持续$d。,
34762,,召唤树苗帮助施法者作战，持续$d。,
34763,,召唤树苗帮助施法者作战，持续$d。,
34764,被动,,
34765,,,
34766,召唤,,
34768,召唤,,
34772,QASpell,法术强度提高$s1点。,
34773,,使你的盾牌格挡值提高$s1点。,
34775,,急速等级提高$s1。,急速等级提高$s1。
34776,,,
34778,,召唤一道火焰波攻击其行进路线上的敌人。,
34780,,对敌人射出毒液，造成自然伤害，并在接下来的$d内每$t2秒造成一次额外伤害。,每$t2秒受到一次自然伤害。
34785,,向目标射出一支魔法箭，对其造成奥术伤害。,
34786,,,
34791,,制造一次以施法者为中心的魔法爆炸，对附近的敌人造成奥术伤害。,
54852,,,
34793,,以奥术魔法冲击敌人，将其击退并造成普通伤害外加$s2点伤害。,
